,datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday Name
524,6/10/2015,4.34,3.01,8.0,18.676,6.0,0.0,7.0,2.0,2015,6,276,Wednesday
525,6/11/2015,6.0,2.33,5.1,38.3,11.0,0.0,1.0,3.0,2015,6,276,Thursday
526,6/12/2015,1.67,1.66,2.0,17.5,2.0,2.0,0.0,5.0,2015,6,276,Friday
527,6/13/2015,2.33,4.66,7.3,21.4,6.0,0.0,12.0,4.0,2015,6,276,Saturday
528,6/14/2015,5.0,3.67,1.6,14.0,6.0,0.0,3.0,2.0,2015,6,276,Sunday
529,6/15/2015,4.0,3.36,5.0,37.0,9.0,0.0,6.0,9.0,2015,6,276,Monday
530,6/16/2015,7.0,3.34,4.0,20.0,6.0,0.0,8.0,5.0,2015,6,276,Tuesday
531,6/17/2015,3.66,3.32,8.66,24.0,10.0,1.0,20.0,2.0,2015,6,276,Wednesday
532,6/18/2015,3.0,5.33,7.0,24.6,4.0,0.0,23.0,3.6,2015,6,276,Thursday
533,6/19/2015,5.33,4.01,3.1,24.0,13.0,2.0,10.0,6.3,2015,6,276,Friday
534,6/20/2015,9.34,3.0,3.0,26.8,5.0,0.0,10.0,7.0,2015,6,276,Saturday
535,6/21/2015,9.34,0.68,5.0,18.0,5.0,0.0,6.0,2.0,2015,6,276,Sunday
536,6/22/2015,5.17,6.99,9.6,29.062,0.0,0.0,1.0,5.0,2015,6,276,Monday
537,6/23/2015,4.67,5.67,3.5,19.0,7.0,0.0,5.0,5.0,2015,6,276,Tuesday
538,6/24/2015,3.83,4.0,7.0,23.8,5.0,1.0,4.0,3.0,2015,6,276,Wednesday
539,6/25/2015,6.33,4.34,6.0,24.125,4.0,0.0,0.0,3.0,2015,6,276,Thursday
540,6/26/2015,7.17,0.33,2.0,29.0,3.0,0.0,1.0,4.0,2015,6,276,Friday
541,6/27/2015,7.33,3.33,6.0,36.0,10.0,0.0,1.0,2.0,2015,6,276,Saturday
542,6/28/2015,5.34,4.65,7.4,12.0,0.0,0.0,6.0,6.0,2015,6,276,Sunday
543,6/29/2015,5.68,3.66,4.0,22.0,15.0,0.0,11.0,3.0,2015,6,276,Monday
544,6/30/2015,1.0,4.67,6.0,35.0,12.0,0.0,2.0,4.3,2015,6,276,Tuesday
545,7/1/2015,8.83,5.68,5.4,18.25,14.0,1.0,12.0,10.0,2015,7,276,Wednesday
546,7/2/2015,3.0,2.0,1.0,23.15,3.0,0.0,1.0,2.0,2015,7,276,Thursday
547,7/3/2015,5.5,4.33,3.5,24.5,10.0,0.0,8.0,4.0,2015,7,276,Friday
548,7/4/2015,7.35,2.34,4.2,15.2,2.0,0.0,0.0,3.0,2015,7,276,Saturday
549,7/5/2015,5.0,4.34,4.2,14.0,10.0,0.0,1.0,4.0,2015,7,276,Sunday
550,7/6/2015,5.5,4.68,2.0,20.0,8.0,0.0,3.0,3.0,2015,7,276,Monday
551,7/7/2015,4.84,4.68,2.3,19.6,5.0,0.0,3.0,7.0,2015,7,276,Tuesday
552,7/8/2015,2.0,1.35,3.0,18.6,6.0,0.0,5.0,3.0,2015,7,276,Wednesday
553,7/9/2015,2.34,1.67,2.0,32.75,4.0,0.0,0.0,5.0,2015,7,276,Thursday
554,7/10/2015,5.5,6.34,5.0,37.0,15.0,0.0,8.0,6.0,2015,7,276,Friday
555,7/11/2015,4.0,2.33,4.9,45.0,9.0,0.0,2.0,10.0,2015,7,276,Saturday
556,7/12/2015,6.33,5.33,5.0,25.3,5.0,0.0,0.0,6.5,2015,7,276,Sunday
557,7/13/2015,3.68,0.66,8.0,22.55,5.0,0.0,0.0,3.0,2015,7,276,Monday
558,7/14/2015,0.34,4.33,5.0,14.0,1.0,0.0,2.0,2.0,2015,7,276,Tuesday
559,7/15/2015,8.49,1.66,4.0,20.2,5.0,0.0,1.0,9.0,2015,7,276,Wednesday
560,7/16/2015,8.34,3.33,1.0,18.0,3.0,0.0,2.0,4.0,2015,7,276,Thursday
561,7/17/2015,2.5,1.33,1.0,28.0,3.0,0.0,0.0,2.3,2015,7,276,Friday
562,7/18/2015,3.68,7.38,2.0,25.0,8.0,3.0,1.0,3.0,2015,7,276,Saturday
563,7/19/2015,11.68,1.68,2.0,15.0,1.0,0.0,1.0,3.0,2015,7,276,Sunday
564,7/20/2015,5.84,4.67,5.0,41.0,4.0,0.0,0.0,2.0,2015,7,276,Monday
565,7/21/2015,4.68,1.0,3.2,14.25,7.0,0.0,1.0,4.0,2015,7,276,Tuesday
566,7/22/2015,9.33,0.34,5.0,22.0,10.0,0.0,5.0,3.0,2015,7,276,Wednesday
567,7/23/2015,1.5,4.0,3.0,14.0,3.0,0.0,0.0,2.0,2015,7,276,Thursday
568,7/24/2015,6.0,6.34,3.6,29.6,9.0,1.0,1.0,10.0,2015,7,276,Friday
569,7/25/2015,4.0,4.0,5.0,22.0,7.0,1.0,0.0,4.0,2015,7,276,Saturday
570,7/26/2015,5.0,2.99,3.0,29.0,4.0,0.0,0.0,0.0,2015,7,276,Sunday
571,7/27/2015,7.34,3.34,7.0,24.0,9.0,0.0,0.0,1.5,2015,7,276,Monday
572,7/28/2015,14.18,6.02,1.0,15.2,14.0,0.0,1.0,3.0,2015,7,276,Tuesday
573,7/29/2015,10.34,3.34,4.0,21.378,8.0,0.0,2.0,1.0,2015,7,276,Wednesday
574,7/30/2015,3.0,3.33,14.0,16.3,3.0,0.0,0.0,4.0,2015,7,276,Thursday
575,7/31/2015,5.5,9.0,6.2,24.0,8.0,0.0,0.0,6.0,2015,7,276,Friday
576,8/1/2015,5.0,5.0,4.0,19.0,14.0,0.0,0.0,2.0,2015,8,276,Saturday
577,8/2/2015,5.0,6.7,4.0,15.0,9.0,0.0,0.0,2.0,2015,8,276,Sunday
578,8/3/2015,1.5,2.33,1.5,23.0,3.5,1.0,5.0,1.0,2015,8,276,Monday
579,8/4/2015,6.34,2.33,3.0,23.0,5.0,1.0,0.0,4.0,2015,8,276,Tuesday
580,8/5/2015,5.0,3.33,4.2,22.2,3.5,0.0,0.0,1.0,2015,8,276,Wednesday
581,8/6/2015,5.33,1.67,8.0,35.0,11.0,0.0,3.0,2.0,2015,8,276,Thursday
582,8/7/2015,4.33,4.0,6.0,22.0,9.0,2.0,1.0,6.0,2015,8,276,Friday
583,8/8/2015,6.33,5.33,7.0,22.0,5.0,0.0,0.0,0.7,2015,8,276,Saturday
584,8/9/2015,5.0,3.66,2.0,21.0,5.0,0.0,2.0,3.0,2015,8,276,Sunday
585,8/10/2015,3.67,5.68,4.2,29.0,12.5,0.0,1.0,5.0,2015,8,276,Monday
586,8/11/2015,12.33,6.66,7.4,18.1,10.0,0.0,0.0,4.0,2015,8,276,Tuesday
587,8/12/2015,8.67,7.693,4.0,28.2,9.5,0.0,1.0,1.0,2015,8,276,Wednesday
588,8/13/2015,8.0,2.0,6.0,23.438,9.0,0.0,3.0,3.0,2015,8,276,Thursday
589,8/14/2015,3.0,4.66,4.0,16.7,5.0,0.0,1.0,4.0,2015,8,276,Friday
590,8/15/2015,3.34,6.34,6.0,35.0,14.0,1.0,1.0,1.0,2015,8,276,Saturday
591,8/16/2015,2.0,4.67,2.0,19.25,4.0,2.0,0.0,2.0,2015,8,276,Sunday
592,8/17/2015,8.0,3.0,3.0,33.0,6.0,0.0,0.0,2.0,2015,8,276,Monday
593,8/18/2015,6.01,2.67,3.0,24.0,16.0,0.0,3.0,1.0,2015,8,276,Tuesday
594,8/19/2015,6.33,2.66,8.0,28.0,15.0,0.0,3.0,3.0,2015,8,276,Wednesday
595,8/20/2015,3.5,3.68,5.0,19.0,6.0,1.0,0.0,0.0,2015,8,276,Thursday
596,8/21/2015,6.0,0.67,3.0,34.0,8.0,1.0,1.0,4.0,2015,8,276,Friday
597,8/22/2015,2.34,6.736,4.0,28.0,6.0,3.0,1.0,6.0,2015,8,276,Saturday
598,8/23/2015,8.99,5.33,3.0,28.0,8.0,0.0,2.0,2.0,2015,8,276,Sunday
599,8/24/2015,8.5,3.66,3.4,45.1,8.0,0.0,0.0,1.0,2015,8,276,Monday
600,8/25/2015,2.34,2.67,4.0,23.5,20.0,0.0,1.0,3.0,2015,8,276,Tuesday
601,8/26/2015,2.67,4.02,7.3,27.0,7.0,0.0,1.0,6.0,2015,8,276,Wednesday
602,8/27/2015,9.33,3.0,4.5,32.0,8.0,0.0,0.0,3.0,2015,8,276,Thursday
603,8/28/2015,7.0,8.67,1.0,15.1,12.0,0.0,0.0,3.0,2015,8,276,Friday
604,8/29/2015,10.84,10.34,4.0,23.2,4.0,3.0,3.0,2.0,2015,8,276,Saturday
605,8/30/2015,11.0,6.02,3.5,21.0,3.0,0.0,6.0,4.0,2015,8,276,Sunday
606,8/31/2015,4.0,9.34,3.4,38.0,9.5,0.0,6.0,2.0,2015,8,276,Monday
607,9/1/2015,8.18,2.84,4.4,28.25,8.0,0.0,0.0,3.0,2015,9,276,Tuesday
608,9/2/2015,5.33,7.0,3.0,31.3,9.5,0.0,5.0,5.0,2015,9,276,Wednesday
609,9/3/2015,1.34,3.68,2.2,19.0,13.0,0.0,4.0,2.0,2015,9,276,Thursday
610,9/4/2015,3.34,2.68,3.1,20.0,8.0,1.0,1.0,2.0,2015,9,276,Friday
611,9/5/2015,8.83,6.01,3.2,20.0,10.5,1.0,6.0,4.0,2015,9,276,Saturday
612,9/6/2015,8.33,9.67,6.0,23.6,8.0,1.0,0.0,3.0,2015,9,276,Sunday
613,9/7/2015,4.34,6.124,2.5,32.8,7.0,1.0,5.0,2.0,2015,9,276,Monday
614,9/8/2015,2.67,1.693,5.0,29.2,4.0,0.0,2.0,4.0,2015,9,276,Tuesday
615,9/9/2015,2.0,3.0,1.0,34.7,8.0,0.0,2.0,2.0,2015,9,276,Wednesday
616,9/10/2015,6.0,3.99,4.2,21.2,18.0,0.0,2.0,2.0,2015,9,276,Thursday
617,9/11/2015,11.33,5.0,9.0,30.0,9.0,0.0,2.0,2.0,2015,9,276,Friday
618,9/12/2015,4.66,7.66,5.2,63.3,6.0,3.0,0.0,2.0,2015,9,276,Saturday
619,9/13/2015,7.33,6.165,7.2,25.0,4.0,0.0,11.0,3.0,2015,9,276,Sunday
620,9/14/2015,4.68,5.0,1.0,31.3,14.0,0.0,0.0,0.0,2015,9,276,Monday
621,9/15/2015,3.33,5.076,4.2,23.8,7.5,0.0,6.0,5.0,2015,9,276,Tuesday
622,9/16/2015,0.67,4.835,2.2,16.6,6.0,0.0,2.0,1.0,2015,9,276,Wednesday
623,9/17/2015,9.83,6.33,0.0,35.5,3.0,0.0,1.0,2.0,2015,9,276,Thursday
624,9/18/2015,3.34,1.33,3.0,16.0,4.0,0.0,4.0,3.0,2015,9,276,Friday
625,9/19/2015,6.83,0.99,7.0,37.0,7.0,0.0,4.0,5.0,2015,9,276,Saturday
626,9/20/2015,9.99,3.99,6.5,28.9,15.0,0.0,0.0,2.0,2015,9,276,Sunday
627,9/21/2015,2.0,10.0,2.0,46.7,6.0,0.0,0.0,2.0,2015,9,276,Monday
628,9/22/2015,6.99,1.33,4.0,19.5,10.0,2.0,5.0,5.0,2015,9,276,Tuesday
629,9/23/2015,6.16,4.056,3.3,34.65,7.0,0.0,2.0,1.0,2015,9,276,Wednesday
630,9/24/2015,2.99,4.34,4.2,37.6,7.0,0.0,0.0,0.0,2015,9,276,Thursday
631,9/25/2015,4.83,4.98,5.2,25.2,11.0,0.0,1.0,3.0,2015,9,276,Friday
632,9/26/2015,12.42,3.33,2.5,33.0,6.0,1.0,7.0,2.0,2015,9,276,Saturday
633,9/27/2015,5.83,3.0,2.3,10.425,3.0,1.0,2.0,1.0,2015,9,276,Sunday
634,9/28/2015,1.0,1.33,2.0,15.4,8.0,0.0,17.0,2.0,2015,9,276,Monday
635,9/29/2015,6.33,4.363,1.0,39.7,7.0,0.0,0.0,0.0,2015,9,276,Tuesday
636,9/30/2015,5.32,4.33,4.0,22.5,9.0,0.0,0.0,1.0,2015,9,276,Wednesday
637,10/1/2015,9.66,5.99,4.0,34.562,2.0,0.0,5.0,2.0,2015,10,276,Thursday
638,10/2/2015,5.0,4.726,4.0,37.3,5.0,0.0,5.0,1.0,2015,10,276,Friday
639,10/3/2015,10.34,5.34,3.0,37.2,7.0,0.0,7.0,2.0,2015,10,276,Saturday
640,10/4/2015,7.0,4.0,4.0,59.0,3.0,0.0,16.0,2.0,2015,10,276,Sunday
641,10/5/2015,5.0,2.373,2.2,70.95,11.0,1.0,7.0,5.0,2015,10,276,Monday
642,10/6/2015,5.69,3.66,5.5,42.725,9.0,1.0,5.0,4.0,2015,10,276,Tuesday
643,10/7/2015,7.33,2.66,6.0,44.3,8.0,0.0,5.0,2.0,2015,10,276,Wednesday
644,10/8/2015,8.82,4.33,3.0,30.7,5.0,0.0,20.0,0.0,2015,10,276,Thursday
645,10/9/2015,2.0,2.769,7.6,28.062,13.0,2.0,10.0,2.0,2015,10,276,Friday
646,10/10/2015,6.16,5.66,3.0,46.3,19.5,0.0,1.0,0.0,2015,10,276,Saturday
647,10/11/2015,10.33,2.792,7.1,70.3,8.0,0.0,3.0,5.0,2015,10,276,Sunday
648,10/12/2015,9.66,7.33,6.0,68.85,12.0,0.0,5.0,3.0,2015,10,276,Monday
649,10/13/2015,3.83,7.0,5.2,63.8,5.5,0.0,5.0,1.0,2015,10,276,Tuesday
650,10/14/2015,4.66,7.33,3.9,38.6,7.0,0.0,0.0,1.0,2015,10,276,Wednesday
651,10/15/2015,5.16,5.726,7.3,64.724,4.0,0.0,9.0,1.0,2015,10,276,Thursday
652,10/16/2015,1.67,3.33,5.2,57.3,2.0,0.0,5.0,1.0,2015,10,276,Friday
653,10/17/2015,10.34,2.837,3.4,74.3,8.0,0.0,0.0,1.0,2015,10,276,Saturday
654,10/18/2015,7.34,6.54,4.9,55.6,3.0,1.0,8.0,8.0,2015,10,276,Sunday
655,10/19/2015,12.0,3.802,3.0,62.6,3.0,0.0,17.0,0.0,2015,10,276,Monday
656,10/20/2015,3.34,1.99,2.3,44.7,6.0,0.0,10.0,5.0,2015,10,276,Tuesday
657,10/21/2015,8.66,2.363,3.2,36.8,9.0,1.0,1.0,4.0,2015,10,276,Wednesday
658,10/22/2015,4.33,0.34,0.0,35.262,9.0,0.0,2.0,2.0,2015,10,276,Thursday
659,10/23/2015,7.0,1.66,10.2,41.4,3.0,0.0,6.0,2.0,2015,10,276,Friday
660,10/24/2015,9.84,8.35,9.1,67.4,8.0,0.0,4.0,2.0,2015,10,276,Saturday
661,10/25/2015,3.0,3.33,3.1,64.6,4.0,0.0,0.0,4.0,2015,10,276,Sunday
662,10/26/2015,9.0,5.33,8.0,53.3,8.0,1.0,2.0,2.0,2015,10,276,Monday
663,10/27/2015,4.33,2.0,8.5,64.4,7.0,0.0,8.0,3.0,2015,10,276,Tuesday
664,10/28/2015,1.0,1.66,1.0,33.0,11.0,1.0,6.0,2.0,2015,10,276,Wednesday
665,10/29/2015,2.33,3.693,1.3,38.3,8.0,0.0,0.0,1.0,2015,10,276,Thursday
666,10/30/2015,5.33,3.67,3.2,49.6,8.0,0.0,5.0,3.0,2015,10,276,Friday
667,10/31/2015,5.66,4.65,8.0,58.4,6.0,0.0,7.0,1.0,2015,10,276,Saturday
668,11/1/2015,2.33,7.99,5.6,80.4,11.0,0.0,5.0,0.0,2015,11,276,Sunday
669,11/2/2015,4.66,4.33,4.0,46.3,7.0,0.0,7.0,2.0,2015,11,276,Monday
670,11/3/2015,1.34,4.35,4.3,41.8,5.0,0.0,3.0,0.0,2015,11,276,Tuesday
671,11/4/2015,8.5,2.34,3.0,59.8,18.0,3.0,3.0,4.0,2015,11,276,Wednesday
672,11/5/2015,4.33,3.561,7.4,45.0,3.0,0.0,0.0,2.0,2015,11,276,Thursday
673,11/6/2015,3.33,6.736,4.0,31.475,5.0,2.0,1.0,0.0,2015,11,276,Friday
674,11/7/2015,4.0,3.11,4.8,69.9,15.0,1.0,6.0,1.0,2015,11,276,Saturday
675,11/8/2015,6.33,3.67,7.2,48.6,7.0,0.0,13.0,1.0,2015,11,276,Sunday
676,11/9/2015,3.66,6.198,4.2,40.75,3.0,1.0,12.0,1.0,2015,11,276,Monday
677,11/10/2015,6.33,7.482,10.0,41.2,8.0,0.0,9.0,2.0,2015,11,276,Tuesday
678,11/11/2015,9.66,5.34,7.2,60.0,4.0,0.0,12.0,3.0,2015,11,276,Wednesday
679,11/12/2015,6.0,4.33,6.0,24.0,11.0,0.0,20.0,0.0,2015,11,276,Thursday
680,11/13/2015,5.0,2.44,2.0,22.0,13.0,0.0,0.0,0.0,2015,11,276,Friday
681,11/14/2015,4.99,0.33,3.7,19.0,5.0,1.0,0.0,1.0,2015,11,276,Saturday
682,11/15/2015,1.33,11.99,9.3,42.35,8.0,2.0,17.0,0.0,2015,11,276,Sunday
683,11/16/2015,5.67,3.67,6.0,50.3,9.0,0.0,3.0,2.0,2015,11,276,Monday
684,11/17/2015,6.34,4.693,4.7,60.0,1.0,0.0,0.0,2.0,2015,11,276,Tuesday
685,11/18/2015,6.34,5.33,5.5,24.5,11.0,0.0,0.0,2.0,2015,11,276,Wednesday
686,11/19/2015,2.0,2.99,2.1,26.4,22.0,0.0,0.0,0.0,2015,11,276,Thursday
687,11/20/2015,5.66,1.66,3.8,25.6,2.0,2.0,10.0,3.0,2015,11,276,Friday
688,11/21/2015,4.0,2.01,5.2,45.5,4.0,0.0,17.0,3.0,2015,11,276,Saturday
689,11/22/2015,2.0,3.439,2.6,41.2,6.0,2.0,2.0,1.0,2015,11,276,Sunday
690,11/23/2015,3.0,1.0,4.7,69.0,3.0,0.0,1.0,2.0,2015,11,276,Monday
691,11/24/2015,5.0,6.33,6.4,19.8,12.0,3.0,1.0,5.0,2015,11,276,Tuesday
692,11/25/2015,5.66,5.33,3.2,29.0,11.0,0.0,3.0,3.0,2015,11,276,Wednesday
693,11/26/2015,4.33,4.0,2.0,25.975,8.0,0.0,0.0,0.0,2015,11,276,Thursday
694,11/27/2015,0.67,4.373,2.0,20.8,7.0,0.0,0.0,0.0,2015,11,276,Friday
695,11/28/2015,6.33,3.66,4.0,46.825,3.0,0.0,10.0,1.0,2015,11,276,Saturday
696,11/29/2015,6.66,3.726,6.0,42.2,1.0,0.0,4.0,0.0,2015,11,276,Sunday
697,11/30/2015,7.33,1.825,5.0,35.3,5.0,1.0,6.0,3.0,2015,11,276,Monday
698,12/1/2015,1.99,2.023,6.3,23.9,4.0,1.0,5.0,1.0,2015,12,276,Tuesday
699,12/2/2015,1.0,3.33,2.4,42.0,23.0,4.0,0.0,0.0,2015,12,276,Wednesday
700,12/3/2015,4.0,3.0,5.6,56.0,6.0,1.0,1.0,1.0,2015,12,276,Thursday
701,12/4/2015,3.33,4.759,4.7,25.6,9.0,3.0,3.0,1.0,2015,12,276,Friday
702,12/5/2015,8.0,3.033,2.0,35.05,2.0,0.0,7.0,2.33,2015,12,276,Saturday
703,12/6/2015,5.67,7.0,3.4,60.4,5.0,2.0,3.0,1.0,2015,12,276,Sunday
704,12/7/2015,3.0,2.099,2.2,26.5,6.0,1.0,11.0,6.0,2015,12,276,Monday
705,12/8/2015,2.0,6.34,2.0,41.325,8.0,0.0,0.0,0.0,2015,12,276,Tuesday
706,12/9/2015,3.34,3.472,7.0,41.262,16.0,0.0,3.0,1.0,2015,12,276,Wednesday
707,12/10/2015,11.66,10.69,16.0,31.9,9.0,0.0,9.0,2.1,2015,12,276,Thursday
708,12/11/2015,5.84,6.165,3.0,22.7,9.0,0.0,16.0,1.0,2015,12,276,Friday
709,12/12/2015,6.34,3.2,3.0,42.2,5.0,2.0,6.0,1.0,2015,12,276,Saturday
710,12/13/2015,9.33,4.32,7.0,29.0,5.0,0.0,27.0,0.0,2015,12,276,Sunday
711,12/14/2015,5.0,3.0,6.6,37.4,11.0,0.0,21.0,1.0,2015,12,276,Monday
712,12/15/2015,4.99,2.0,5.0,42.0,3.0,1.0,2.0,1.0,2015,12,276,Tuesday
713,12/16/2015,6.67,4.0,4.0,42.0,11.0,1.0,11.0,0.0,2015,12,276,Wednesday
714,12/17/2015,9.0,3.01,3.0,25.0,7.0,0.0,0.0,2.0,2015,12,276,Thursday
715,12/18/2015,4.33,8.901,4.3,27.2,12.0,4.0,2.0,1.0,2015,12,276,Friday
716,12/19/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,12,276,Saturday
717,12/20/2015,3.0,3.474,2.2,43.0,3.0,0.0,16.0,1.0,2015,12,276,Sunday
718,12/21/2015,5.0,6.34,2.0,53.6,14.0,0.0,6.0,0.4,2015,12,276,Monday
719,12/22/2015,5.66,0.0,5.0,48.0,6.0,0.0,13.0,1.0,2015,12,276,Tuesday
720,12/23/2015,3.33,4.01,2.3,28.8,3.0,0.0,0.0,0.0,2015,12,276,Wednesday
721,12/24/2015,7.33,3.396,5.0,28.3,5.0,0.0,16.0,0.0,2015,12,276,Thursday
722,12/25/2015,0.66,4.66,2.0,20.662,28.0,2.0,1.0,1.0,2015,12,276,Friday
723,12/26/2015,4.67,1.66,5.0,87.2,15.0,3.0,0.0,4.3,2015,12,276,Saturday
724,12/27/2015,5.33,6.792,5.2,63.5,4.0,0.0,14.0,4.6,2015,12,276,Sunday
725,12/28/2015,4.0,5.099,9.2,61.5,18.0,3.0,26.0,1.0,2015,12,276,Monday
726,12/29/2015,10.67,2.33,2.0,71.6,9.0,0.0,2.0,3.0,2015,12,276,Tuesday
727,12/30/2015,6.66,7.089,2.0,56.4,12.0,0.0,4.0,2.0,2015,12,276,Wednesday
728,12/31/2015,7.66,6.099,7.6,44.35,18.0,0.0,6.0,1.0,2015,12,276,Thursday
729,1/1/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,1,276,Friday
730,1/2/2016,0.34,1.02,1.0,51.2,0.0,1.0,5.0,5.0,2016,1,276,Saturday
731,1/3/2016,4.0,4.0,2.5,56.1,1.0,0.0,5.0,1.0,2016,1,276,Sunday
732,1/4/2016,7.33,5.99,6.0,46.6,6.0,0.0,12.0,1.0,2016,1,276,Monday
733,1/5/2016,5.33,5.99,4.6,38.6,15.0,0.0,5.0,1.0,2016,1,276,Tuesday
734,1/6/2016,6.66,3.0,6.0,61.9,2.0,0.0,12.0,2.0,2016,1,276,Wednesday
735,1/7/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,1,276,Thursday
736,1/8/2016,8.0,3.463,7.7,39.2,8.0,3.0,2.0,2.0,2016,1,276,Friday
737,1/9/2016,7.33,2.66,5.0,88.3,9.0,0.0,3.0,3.0,2016,1,276,Saturday
738,1/10/2016,7.0,4.033,12.0,67.6,8.0,1.0,1.0,0.0,2016,1,276,Sunday
739,1/11/2016,9.34,5.66,7.0,64.9,18.0,0.0,0.0,4.0,2016,1,276,Monday
740,1/12/2016,12.0,3.132,12.0,61.35,8.0,0.0,0.0,0.0,2016,1,276,Tuesday
741,1/13/2016,9.0,1.66,5.0,41.7,15.0,0.0,1.0,2.0,2016,1,276,Wednesday
742,1/14/2016,2.0,5.155,6.0,69.0,18.0,0.0,8.0,2.0,2016,1,276,Thursday
743,1/15/2016,8.98,4.66,10.6,18.1,8.0,0.0,10.0,2.0,2016,1,276,Friday
744,1/16/2016,3.34,5.34,6.0,63.6,11.0,0.0,2.0,1.0,2016,1,276,Saturday
745,1/17/2016,7.01,1.604,3.9,46.6,4.0,0.0,0.0,1.0,2016,1,276,Sunday
746,1/18/2016,3.5,2.99,4.3,62.8,3.0,2.0,9.0,2.0,2016,1,276,Monday
747,1/19/2016,6.0,5.66,6.0,49.8,7.0,0.0,0.0,3.0,2016,1,276,Tuesday
748,1/20/2016,2.32,3.363,3.0,15.1,29.0,3.0,3.0,2.0,2016,1,276,Wednesday
749,1/21/2016,5.0,1.43,1.0,68.4,8.0,4.0,6.0,5.0,2016,1,276,Thursday
750,1/22/2016,0.83,7.678,7.0,39.5,11.0,0.0,10.0,0.0,2016,1,276,Friday
751,1/23/2016,6.33,6.132,7.1,36.8,4.0,0.0,6.0,2.0,2016,1,276,Saturday
752,1/24/2016,4.0,6.122,11.3,48.1,3.0,0.0,12.0,3.0,2016,1,276,Sunday
753,1/25/2016,10.33,4.26,4.0,46.95,12.0,2.0,10.0,1.5,2016,1,276,Monday
754,1/26/2016,5.68,4.069,8.0,30.3,9.0,0.0,15.0,0.0,2016,1,276,Tuesday
755,1/27/2016,4.34,4.429,3.4,30.062,18.0,5.0,5.0,2.0,2016,1,276,Wednesday
756,1/28/2016,7.33,6.66,4.4,33.0,4.0,0.0,4.0,3.0,2016,1,276,Thursday
757,1/29/2016,5.0,8.67,8.6,74.4,3.0,1.0,17.0,2.0,2016,1,276,Friday
758,1/30/2016,9.0,4.429,5.3,47.462,3.0,2.0,5.0,2.0,2016,1,276,Saturday
759,1/31/2016,4.33,5.143,3.8,78.9,3.0,0.0,6.0,2.0,2016,1,276,Sunday
760,2/1/2016,6.34,5.0,7.1,18.0,7.0,0.0,6.0,1.0,2016,2,276,Monday
761,2/2/2016,14.33,4.878,1.3,39.0,6.0,0.0,0.0,1.0,2016,2,276,Tuesday
762,2/3/2016,8.0,6.693,11.5,39.062,11.0,5.0,0.0,0.0,2016,2,276,Wednesday
763,2/4/2016,8.34,4.0,4.2,28.8,5.0,0.0,4.0,4.0,2016,2,276,Thursday
764,2/5/2016,5.66,2.0,3.0,51.6,7.0,0.0,3.0,1.0,2016,2,276,Friday
765,2/6/2016,5.33,10.33,3.0,57.162,1.0,0.0,11.0,2.0,2016,2,276,Saturday
766,2/7/2016,3.66,6.056,4.5,88.2,2.0,0.0,13.0,1.0,2016,2,276,Sunday
767,2/8/2016,6.33,6.99,5.5,28.038,5.0,0.0,23.0,1.0,2016,2,276,Monday
768,2/9/2016,7.0,3.33,4.4,47.7,16.0,2.0,1.0,2.0,2016,2,276,Tuesday
769,2/10/2016,4.34,4.703,7.2,34.1,29.0,0.0,4.0,2.0,2016,2,276,Wednesday
770,2/11/2016,1.66,4.156,2.7,38.1,10.0,1.0,13.0,4.0,2016,2,276,Thursday
771,2/12/2016,5.99,6.429,8.5,60.675,4.0,0.0,20.0,1.0,2016,2,276,Friday
772,2/13/2016,2.67,3.67,5.0,42.4,2.0,0.0,10.0,2.0,2016,2,276,Saturday
773,2/14/2016,5.84,7.34,3.8,43.6,5.0,0.0,7.0,4.0,2016,2,276,Sunday
774,2/15/2016,5.33,5.33,5.3,52.2,6.0,0.0,0.0,0.0,2016,2,276,Monday
775,2/16/2016,7.33,2.32,3.0,29.0,3.0,2.0,9.0,3.0,2016,2,276,Tuesday
776,2/17/2016,3.0,5.0,4.0,26.6,12.0,1.0,1.0,0.0,2016,2,276,Wednesday
777,2/18/2016,2.34,1.0,4.3,43.85,3.0,0.0,9.0,1.0,2016,2,276,Thursday
778,2/19/2016,4.0,1.67,4.0,28.7,18.0,2.0,26.0,1.0,2016,2,276,Friday
779,2/20/2016,10.33,4.122,4.0,36.9,5.0,0.0,8.0,3.0,2016,2,276,Saturday
780,2/21/2016,6.34,4.0,0.0,55.7,5.0,2.0,7.0,4.0,2016,2,276,Sunday
781,2/22/2016,3.0,5.32,3.0,51.125,10.0,0.0,12.0,4.0,2016,2,276,Monday
782,2/23/2016,3.0,2.33,2.6,41.3,11.0,0.0,15.0,3.0,2016,2,276,Tuesday
783,2/24/2016,7.66,2.33,2.1,35.0,6.0,2.0,5.0,1.0,2016,2,276,Wednesday
784,2/25/2016,7.99,3.99,5.0,41.0,22.0,1.0,4.0,3.0,2016,2,276,Thursday
785,2/26/2016,5.0,5.848,4.5,28.55,6.0,2.0,0.0,1.0,2016,2,276,Friday
786,2/27/2016,8.0,7.0,6.6,25.8,3.0,0.0,5.0,2.0,2016,2,276,Saturday
